"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Azerbaijan","Production","2014","tonnes","10030.00",""
"Azerbaijan","Production","2013","tonnes","8355.00",""
"Azerbaijan","Production","2012","tonnes","10630.00",""
"Azerbaijan","Production","2011","tonnes","7547.00",""
"Azerbaijan","Production","2010","tonnes","11697.00",""
"Azerbaijan","Production","2009","tonnes","6949.00",""
"Azerbaijan","Production","2008","tonnes","8169.00",""
"Azerbaijan","Production","2007","tonnes","6368.00",""
"Azerbaijan","Production","2006","tonnes","5195.00",""
"Azerbaijan","Production","2005","tonnes","4378.00",""
"Azerbaijan","Production","2004","tonnes","3092.00",""
"Azerbaijan","Production","2003","tonnes","3790.00",""
"Azerbaijan","Production","2002","tonnes","5719.00",""
"Azerbaijan","Production","2001","tonnes","7576.00",""
"Azerbaijan","Production","2000","tonnes","7736.00",""
"Azerbaijan","Production","1999","tonnes","4704.00",""
"Azerbaijan","Production","1998","tonnes","14660.00",""
"Azerbaijan","Production","1997","tonnes","34700.00",""
"Azerbaijan","Production","1996","tonnes","2900.00",""
"Azerbaijan","Production","1995","tonnes","7080.00",""
"Azerbaijan","Production","1994","tonnes","13000.00",""
"Azerbaijan","Production","1993","tonnes","31000.00",""
"Azerbaijan","Production","1992","tonnes","67000.00",""
"Belarus","Production","2019","tonnes","33970.00",""
"Belarus","Production","2018","tonnes","31950.00",""
"Belarus","Production","2017","tonnes","30990.00",""
"Belarus","Production","2016","tonnes","27430.00",""
"Belarus","Production","2015","tonnes","28740.00",""
"Belarus","Production","2014","tonnes","29980.00",""
"Belarus","Production","2013","tonnes","28150.00",""
"Belarus","Production","2012","tonnes","27160.00",""
"Belarus","Production","2011","tonnes","26790.00",""
"Belarus","Production","2010","tonnes","25110.00",""
"Belarus","Production","2009","tonnes","20990.00",""
"Belarus","Production","2008","tonnes","25730.00",""
"Belarus","Production","2007","tonnes","20020.00",""
"Belarus","Production","2006","tonnes","12390.00",""
"Belarus","Production","2005","tonnes","15720.00",""
"Belarus","Production","2004","tonnes","15990.00",""
"Belarus","Production","2003","tonnes","11730.00",""
"Belarus","Production","2002","tonnes","14850.00",""
"Belarus","Production","2001","tonnes","9894.00",""
"Belarus","Production","2000","tonnes","7794.00",""
"Belarus","Production","1999","tonnes","7000.00","F"
"Belarus","Production","1998","tonnes","18980.00",""
"Belarus","Production","1997","tonnes","20040.00",""
"Belarus","Production","1996","tonnes","18660.00",""
"Belarus","Production","1995","tonnes","10210.00",""
"Belarus","Production","1994","tonnes","6726.00",""
"Belarus","Production","1993","tonnes","6174.00",""
"Belarus","Production","1992","tonnes","5988.00",""
"Belgium","Production","2017","tonnes","18424.00","Im"
"Belgium","Production","2016","tonnes","18492.00","Im"
"Belgium","Production","2015","tonnes","18061.00","Im"
"Belgium","Production","2014","tonnes","17721.00","Im"
"Belgium","Production","2013","tonnes","2900.00",""
"Belgium","Production","2012","tonnes","2864.00",""
"Belgium","Production","2011","tonnes","4700.00",""
"Belgium","Production","2010","tonnes","3000.00",""
"Belgium","Production","2009","tonnes","3000.00",""
"Belgium","Production","2008","tonnes","3000.00",""
"Belgium","Production","2007","tonnes","3000.00",""
"Belgium","Production","2006","tonnes","3000.00",""
"Belgium","Production","2005","tonnes","4000.00",""
"Belgium","Production","2004","tonnes","2000.00",""
"Belgium","Production","2003","tonnes","2000.00",""
"Belgium","Production","2002","tonnes","2000.00",""
"Belgium","Production","2001","tonnes","2000.00",""
"Belgium","Production","2000","tonnes","2000.00",""
"Belgium-Luxembourg","Production","1999","tonnes","18428.00",""
"Belgium-Luxembourg","Production","1998","tonnes","15971.00",""
"Belgium-Luxembourg","Production","1997","tonnes","7471.00",""
"Belgium-Luxembourg","Production","1996","tonnes","12762.00",""
"Belgium-Luxembourg","Production","1995","tonnes","15065.00",""
"Belgium-Luxembourg","Production","1994","tonnes","17557.00",""
"Belgium-Luxembourg","Production","1993","tonnes","17282.00",""
"Belgium-Luxembourg","Production","1992","tonnes","27778.00",""
"Belgium-Luxembourg","Production","1991","tonnes","8969.00",""
"Belgium-Luxembourg","Production","1990","tonnes","15477.00",""
"Belgium-Luxembourg","Production","1989","tonnes","23647.00",""
"Belgium-Luxembourg","Production","1988","tonnes","14673.00",""
"Belgium-Luxembourg","Production","1987","tonnes","14644.00",""
"Belgium-Luxembourg","Production","1986","tonnes","16376.00",""
"Belgium-Luxembourg","Production","1985","tonnes","11104.00",""
"Belgium-Luxembourg","Production","1984","tonnes","15647.00",""
"Belgium-Luxembourg","Production","1983","tonnes","18926.00",""
"Belgium-Luxembourg","Production","1982","tonnes","26179.00",""
"Belgium-Luxembourg","Production","1981","tonnes","10274.00",""
"Belgium-Luxembourg","Production","1980","tonnes","5688.00",""
"Belgium-Luxembourg","Production","1979","tonnes","6767.00",""
"Belgium-Luxembourg","Production","1978","tonnes","7809.00",""
"Belgium-Luxembourg","Production","1977","tonnes","16140.00",""
"Belgium-Luxembourg","Production","1976","tonnes","13200.00",""
"Belgium-Luxembourg","Production","1975","tonnes","16509.00",""
"Belgium-Luxembourg","Production","1974","tonnes","14300.00",""
"Belgium-Luxembourg","Production","1973","tonnes","19600.00",""
"Belgium-Luxembourg","Production","1972","tonnes","15000.00",""
"Belgium-Luxembourg","Production","1971","tonnes","11450.00",""
"Belgium-Luxembourg","Production","1970","tonnes","24735.00",""
"Belgium-Luxembourg","Production","1969","tonnes","13147.00",""
"Belgium-Luxembourg","Production","1968","tonnes","12423.00",""
"Belgium-Luxembourg","Production","1967","tonnes","13079.00",""
"Belgium-Luxembourg","Production","1966","tonnes","13572.00",""
"Belgium-Luxembourg","Production","1965","tonnes","11799.00",""
"Belgium-Luxembourg","Production","1964","tonnes","16793.00",""
"Belgium-Luxembourg","Production","1963","tonnes","16139.00",""
"Belgium-Luxembourg","Production","1962","tonnes","13107.00",""
"Belgium-Luxembourg","Production","1961","tonnes","12086.00",""
"Bolivia (Plurinational State of)","Production","2019","tonnes","7054.00","Im"
"Bolivia (Plurinational State of)","Production","2018","tonnes","6737.00","Im"
"Bolivia (Plurinational State of)","Production","2017","tonnes","8376.00",""
"Bolivia (Plurinational State of)","Production","2016","tonnes","8335.00",""
"Bolivia (Plurinational State of)","Production","2015","tonnes","8262.00",""
"Bolivia (Plurinational State of)","Production","2014","tonnes","5452.00",""
"Bolivia (Plurinational State of)","Production","2013","tonnes","8347.00",""
"Bolivia (Plurinational State of)","Production","2012","tonnes","7977.00",""
"Bolivia (Plurinational State of)","Production","2011","tonnes","7419.00",""
"Bolivia (Plurinational State of)","Production","2010","tonnes","7423.00",""
"Bolivia (Plurinational State of)","Production","2009","tonnes","6979.00","Im"
"Bolivia (Plurinational State of)","Production","2008","tonnes","7747.00","Im"
"Bolivia (Plurinational State of)","Production","2007","tonnes","7350.00","F"
"Bolivia (Plurinational State of)","Production","2006","tonnes","7328.00",""
"Bolivia (Plurinational State of)","Production","2005","tonnes","7223.00",""
"Bolivia (Plurinational State of)","Production","2004","tonnes","7120.00",""
"Bolivia (Plurinational State of)","Production","2003","tonnes","4434.00",""
"Bolivia (Plurinational State of)","Production","2002","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","2001","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","2000","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1999","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1998","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1997","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1996","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1995","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1994","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1993","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1992","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1991","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1990","tonnes","2048.00","Im"
"Bolivia (Plurinational State of)","Production","1989","tonnes","2048.00","Fc"
"Bolivia (Plurinational State of)","Production","1988","tonnes","2048.00","Fc"
"Bolivia (Plurinational State of)","Production","1987","tonnes","2048.00","Fc"
"Bolivia (Plurinational State of)","Production","1986","tonnes","2048.00","Fc"
"Bolivia (Plurinational State of)","Production","1985","tonnes","2048.00","Fc"
"Bolivia (Plurinational State of)","Production","1984","tonnes","2048.00","Fc"
"Bolivia (Plurinational State of)","Production","1983","tonnes","2048.00","Fc"
"Bolivia (Plurinational State of)","Production","1982","tonnes","2048.00","Fc"
"Bolivia (Plurinational State of)","Production","1981","tonnes","1984.00","Fc"
"Bolivia (Plurinational State of)","Production","1980","tonnes","1984.00","Fc"
"Bolivia (Plurinational State of)","Production","1979","tonnes","1984.00","Fc"
"Bolivia (Plurinational State of)","Production","1978","tonnes","1984.00","Fc"
"Bolivia (Plurinational State of)","Production","1977","tonnes","1600.00","Fc"
"Bolivia (Plurinational State of)","Production","1976","tonnes","1600.00","Fc"
"Bolivia (Plurinational State of)","Production","1975","tonnes","1408.00","Fc"
"Bolivia (Plurinational State of)","Production","1974","tonnes","1280.00","Fc"
"Bolivia (Plurinational State of)","Production","1973","tonnes","1152.00","Fc"
"Bolivia (Plurinational State of)","Production","1972","tonnes","960.00","Fc"
"Bolivia (Plurinational State of)","Production","1971","tonnes","640.00","Fc"
"Bolivia (Plurinational State of)","Production","1970","tonnes","640.00","Fc"
"Bolivia (Plurinational State of)","Production","1969","tonnes","640.00","Fc"
"Bolivia (Plurinational State of)","Production","1968","tonnes","640.00","Fc"
"Bolivia (Plurinational State of)","Production","1967","tonnes","640.00","Fc"
"Bolivia (Plurinational State of)","Production","1966","tonnes","640.00","Fc"
"Bolivia (Plurinational State of)","Production","1965","tonnes","640.00","Fc"
"Bolivia (Plurinational State of)","Production","1964","tonnes","640.00","Fc"
"Bolivia (Plurinational State of)","Production","1963","tonnes","640.00","Fc"
"Bolivia (Plurinational State of)","Production","1962","tonnes","640.00","Fc"
"Bolivia (Plurinational State of)","Production","1961","tonnes","640.00","Fc"
"Bosnia and Herzegovina","Production","2019","tonnes","6042.00","Im"
"Bosnia and Herzegovina","Production","2018","tonnes","6046.00","Im"
"Bosnia and Herzegovina","Production","2017","tonnes","5546.00",""
"Bosnia and Herzegovina","Production","2016","tonnes","4579.00",""
"Bosnia and Herzegovina","Production","2015","tonnes","5369.00",""
"Bosnia and Herzegovina","Production","2014","tonnes","7524.00",""
"Bosnia and Herzegovina","Production","2013","tonnes","4163.00",""
"Bosnia and Herzegovina","Production","2012","tonnes","3061.00",""
"Bosnia and Herzegovina","Production","2011","tonnes","3354.00",""
"Bosnia and Herzegovina","Production","2010","tonnes","4504.00",""
"Bosnia and Herzegovina","Production","2009","tonnes","3655.00",""
"Bosnia and Herzegovina","Production","2008","tonnes","4591.00",""
"Bosnia and Herzegovina","Production","2007","tonnes","4558.00",""
"Bosnia and Herzegovina","Production","2006","tonnes","2695.00",""
"Bosnia and Herzegovina","Production","2005","tonnes","5042.00",""
"Bosnia and Herzegovina","Production","2004","tonnes","6045.00",""
"Bosnia and Herzegovina","Production","2003","tonnes","9125.00",""
"Bosnia and Herzegovina","Production","2002","tonnes","4190.00",""
"Bosnia and Herzegovina","Production","2001","tonnes","5284.00",""
"Bosnia and Herzegovina","Production","2000","tonnes","4769.00",""
"Bosnia and Herzegovina","Production","1999","tonnes","5800.00",""
"Bosnia and Herzegovina","Production","1998","tonnes","6944.00",""
"Bosnia and Herzegovina","Production","1997","tonnes","5300.00","F"
